3310, 2365
3311, 2366
3312, 2369
3313, 2370
3314, 2371
3315, 2371
3316, 2372
3317, 2373
3318, 2371
3319, 2375
3320, 2377
3321, 2375
3322, 2376
3323, 2378
3324, 2375
3326, 2381
3327, 2384
3328, 2381
3329, 2385
3330, 2387
3331, 2387
3332, 2387
3333, 2389
3334, 2390
3335, 2391
3337, 2393
3338, 2393
3339, 2395
3340, 2395
3341, 2396
3342, 2398
3343, 2400
3344, 2400
3345, 2401
3346, 2406
3347, 2405
3348, 2403
3349, 2406
3350, 2406
3351, 2407
3352, 2407
3353, 2408
3354, 2410
3355, 2411
3356, 2410
3357, 2414
3358, 2414
3359, 2414
3360, 2418
3361, 2416
3362, 2417
3363, 2417
3364, 2418
3365, 2419
3366, 2419
3367, 2422
3368, 2422
3369, 2423
3370, 2424
3371, 2424
3372, 2425
3373, 2423
3380, 382
3381, 380
3382, 383
3383, 386
3384, 382
3385, 382
3386, 382
3387, 382
3388, 382
3389, 387
3390, 385
3391, 383
3392, 388
3393, 388
3394, 389
3395, 388
3396, 392
3397, 391
3398, 388
3399, 388
3400, 391
3401, 395
3402, 395
3403, 398
3404, 399
3405, 398
3406, 398
3407, 401
3408, 401
3409, 401
3410, 406
3411, 403
3412, 405
3413, 407
3414, 406
3415, 408
3416, 409
3417, 410
3418, 410
3419, 412
3420, 413
3421, 414
3422, 415
3423, 421
3424, 417
3425, 420
3426, 421
3427, 421
3428, 423
3429, 424
3430, 423
3431, 424
3432, 428
3434, 431
3435, 428
3436, 432
3437, 431
3438, 435
3439, 435
3440, 435
3441, 436
3442, 439
3443, 439
3444, 440
3445, 440
3446, 443
3447, 444
3448, 445
3449, 446
3450, 445
3451, 448
3452, 449
3453, 450
3454, 452
3455, 452
3456, 454
3457, 454
3458, 454
3459, 455
3460, 458
3461, 458
3462, 459
3463, 458
3464, 459
3465, 462
3466, 462
3467, 464
3468, 466
3469, 465
3470, 468
3471, 470
3472, 464
3473, 472
3474, 473
3475, 473
3476, 476
3477, 477
3478, 477
3479, 480
3480, 479
3481, 479
3482, 481
3483, 480
3484, 482
3489, 495
3490, 493
3491, 495
3492, 496
3493, 497
3494, 500
3495, 503
3496, 503
3498, 503
3499, 503
3500, 507
3502, 510
3503, 506
3504, 511
3505, 511
3506, 515
3507, 514
3508, 516
3509, 519
3510, 519
3511, 521
3512, 522
3513, 523
3514, 529
3515, 526
3516, 528
3517, 531
3518, 533
3519, 530
3520, 533
3521, 530
3522, 541
3523, 539
3524, 540
3525, 563
3526, 563
3527, 567
3528, 571
3529, 568
3530, 568
3531, 568
3532, 566
3533, 572
3534, 572
3535, 576
3536, 574
3537, 572
3538, 577
3539, 577
3540, 576
3541, 576
3542, 579
3543, 577
3544, 576
3545, 579
3546, 585
3547, 588
3548, 588
3549, 587
3550, 587
3551, 587
3553, 586
3554, 594
3555, 591
3556, 588
3557, 597
3558, 599
3559, 600
3560, 600
3561, 600
3562, 601
3563, 604
3564, 601
3565, 601
3566, 605
3567, 609
3568, 610
3569, 611
3570, 612
3571, 610
3572, 616
3573, 615
3574, 619
3575, 617
3576, 618
3577, 621
3578, 622
3579, 620
3580, 626
3581, 626
3582, 626
3583, 626
3584, 627
3585, 630
3586, 631
3587, 632
3588, 632
3589, 635
3590, 635
3591, 638
3592, 638
3593, 637
3594, 640
3595, 641
3596, 641
3597, 648
3598, 640
3599, 646
3600, 648
3601, 651
3602, 649
3603, 652
3604, 652
3605, 653
3606, 654
3607, 656
3608, 659
3609, 659
3610, 661
3611, 663
3612, 661
3613, 663
3614, 664
3615, 665
3616, 664
3617, 668
3618, 669
3619, 673
3620, 672
3621, 673
3622, 672
3623, 671
3624, 675
3625, 678
3626, 678
3627, 681
3628, 680
3629, 685
3630, 683
3631, 685
3632, 686
3633, 687
3634, 688
3635, 688
3636, 694
3637, 693
3638, 693
3639, 694
3640, 695
3641, 698
3642, 697
3643, 699
3645, 701
3646, 702
3647, 704
3648, 706
3649, 704
3650, 704
3651, 707
3652, 709
3653, 709
3654, 710
3655, 709
3656, 712
3657, 715
3658, 717
3659, 720
3660, 721
3661, 722
3662, 721
3663, 738
3664, 727
3665, 728
3666, 728
3669, 730
3674, 731
3675, 738
3676, 736
3677, 741
3678, 739
3679, 743
3680, 741
3681, 741
3682, 743
3683, 738
3684, 744
3685, 747
3686, 743
3687, 750
3688, 745
3689, 745
3690, 753
3691, 745
3692, 751
3693, 752
3694, 754
3696, 756
3697, 756
3698, 759
3699, 745
3700, 753
3701, 761
3702, 761
3703, 763
3704, 763
3705, 765
3706, 765
3707, 763
3708, 769
3709, 770
3710, 771
3711, 772
3712, 772
3713, 773
3714, 775
3715, 774
3716, 778
3717, 781
3718, 778
3719, 781
3720, 782
3721, 784
3722, 782
3723, 784
3724, 785
3725, 784
3726, 788
3727, 789
3728, 789
3729, 788
3730, 793
3731, 794
3732, 796
3733, 797
3734, 803
3735, 804
3736, 802
3737, 803
3738, 803
3739, 804
3741, 807
3742, 809
3743, 809
3744, 811
3745, 813
3746, 816
3747, 816
3748, 816
3749, 817
3750, 818
3751, 819
3752, 820
3753, 822
3754, 823
3755, 824
3756, 827
3757, 827
3758, 827
3759, 829
3760, 829
3761, 833
3762, 832
3763, 833
3764, 836
3765, 838
3766, 838
3767, 843
3768, 841
3770, 848
3771, 847
3772, 847
3773, 848
3774, 851
3775, 853
3776, 853
3778, 856
3779, 855
3780, 860
3781, 862
3782, 860
3783, 860
3785, 864
3786, 864
3787, 867
3788, 869
3789, 869
3790, 871
3791, 872
3792, 874
3793, 873
3794, 874
3795, 878
3796, 878
3797, 880
3798, 881
3799, 882
3800, 882
3801, 885
3802, 883
3803, 887
3805, 892
3806, 892
3807, 891
3808, 893
3809, 894
3810, 897
3812, 897
3813, 899
3814, 900
3815, 901
3816, 902
3817, 904
3818, 906
3819, 906
3820, 907
3821, 908
3822, 910
3823, 911
3824, 912
3825, 913
3826, 914
3827, 916
3828, 917
3829, 918
3830, 918
3831, 919
3832, 921
3833, 923
3834, 924
3835, 926
3836, 930
3837, 932
3838, 932
3839, 932
3840, 932
3842, 938
3843, 941
3844, 946
3845, 945
3846, 945
3847, 950
3848, 954
3850, 954
3851, 954
4443, 0
4447, 0
4448, 0
4449, 3
4450, 0
4451, 0
4452, 0
4453, 0
4454, 0
4455, 0
4456, 0
4457, 0
4458, 0
4459, 2
4460, 12
4461, 10
4462, 13
4463, 13
4464, 16
4465, 14
4466, 15
4467, 19
4468, 20
4470, 22
4471, 22
4473, 25
4474, 26
4475, 25
4476, 26
4477, 26
4478, 29
4479, 30
4480, 32
4481, 33
4482, 30
4483, 35
4484, 35
4485, 36
4486, 38
4487, 39
4488, 39
4489, 42
4490, 43
4491, 43
4492, 42
4493, 45
4494, 46
4495, 49
4496, 49
4497, 50
4498, 52
4499, 53
4500, 53
4501, 56
4502, 57
4503, 60
4504, 59
4505, 60
4506, 60
4507, 61
4508, 61
4509, 65
4510, 67
4511, 62
4512, 65
4513, 70
4514, 72
4515, 72
4516, 72
4517, 76
4518, 77
4519, 79
4520, 81
4521, 81
4522, 84
4523, 86
4524, 91
4525, 91
4526, 99
4527, 99
4528, 99
4529, 102
4530, 99
4531, 107
4532, 108
4533, 112
4534, 116
4535, 109
4536, 108
4537, 1558
4538, 1555
4540, 1553
